"CPA Trend","2843%","$5.8m","Advertising & Marketing","New York","New York City",6,
"Jobs2Careers","2830%","$22.3m","Human Resources","Texas","Austin",17,
"29 Prime","2791%","$20.2m","Advertising & Marketing","California","Los Angeles",200,
"Prolim","2757%","$5.1m","IT Services","Michigan","Detroit",180,
"Loyal Source Government Services","2754%","$55.9m","Government Services","Florida","Orlando FL",867,
"Marketsmith","2753%","$72.9m","Advertising & Marketing","New Jersey","New York City",24,
"Project Management Academy","2752%","$8m","Education","Indiana",,18,
"Flying Cork Media","2745%","$7.5m","Advertising & Marketing","Pennsylvania","Pittsburgh PA",25,
"Motivity Labs","2716%","$3.2m","IT Services","Texas","Dallas",160,
"Twilio","2711%","$51.7m","Telecommunications","California","San Francisco",232,
"Signature Closers","2709%","$3.8m","Real Estate","Ohio","Columbus OH",20,
"PureCars Automotive","2690%","$8.7m","Advertising & Marketing","South Carolina","Charleston-North Charleston SC",81,
"The Cambridge Institute","2683%","$9.7m","Education","Massachusetts","Boston",96,
"Market6","2677%","$15m","Software","Illinois","Chicago",53,
"LiveRamp","2665%","$21m","Advertising & Marketing","California","San Francisco",53,
"MyClean","2646%","$4.3m","Consumer Products & Services","New York","New York City",160,
"PresenceLearning","2634%","$5.9m","Education","California","San Francisco",35,
"Residential Capital Management","2626%","$30.1m","Real Estate","Georgia","Atlanta",140,
"Total Technology Solutions Group","2608%","$3.1m","Business Products & Services","Illinois","Chicago",14,
"Buy PD","2606%","$79.8m","Real Estate","Utah","Provo-Orem UT",98,
"Goal Zero","2599%","$34.2m","Consumer Products & Services","Utah","Salt Lake City",120,
"Advopay","2573%","$4.5m","Financial Services","Indiana","Indianapolis IN",89,
"Sky Zone Trampoline Park","2571%","$88.1m","Consumer Products & Services","California","Los Angeles",2200,
"Avenue Link","2565%","$6.3m","Advertising & Marketing","Kansas","Kansas City MO-KS",11,
"Incredible Supply & Logistics","2551%","$7.4m","Government Services","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",12,
"Resell MFG","2546%","$4.7m","Business Products & Services","Florida","Orlando FL",14,
"Legion Logistics","2545%","$15.1m","Logistics & Transportation","Kentucky","Cincinnati",29,
"GrayPay","2540%","$2.9m","Financial Services","California","Los Angeles",11,
"Urban Investment Group","2526%","$4.8m","Real Estate","District of Columbia","Washington DC",1,
"SPHERE Technology Solutions","2524%","$3.5m","IT Services","New Jersey","New York City",12,
"Bai Brands","2522%","$17.1m","Food & Beverage","New Jersey","Trenton NJ",64,
"RocketDrop","2519%","$72.6m","Business Products & Services","New Hampshire","Boston",15,
"Echo Health","2509%","$46.9m","Health","Ohio","Cleveland",24,
"Marathon TS","2508%","$6.8m","Government Services","Virginia",,75,
"AudioMicro","2496%","$5.4m","Media","California","Los Angeles",8,
"LED Supply Co","2474%","$2.8m","Business Products & Services","Colorado","Denver",6,
"LeGault Homes","2455%","$7.6m","Construction","Virginia","Richmond VA",6,
"Forte International Tax","2447%","$3.4m","Financial Services","Illinois","Chicago",9,
"Paradigm Mechanical","2440%","$5.2m","Construction","California","San Diego",31,
"Finance Store","2436%","$4.5m","Financial Services","California","Los Angeles",45,
"Pure Incubation","2428%","$4.6m","Advertising & Marketing","Massachusetts","Boston",27,
"Kohana Coffee","2417%","$2.8m","Food & Beverage","Texas","Austin",10,
"Ensighten","2416%","$8.2m","Advertising & Marketing","California","San Jose",107,
"Pathway Genomics","2416%","$14.4m","Health","California","San Diego",123,
"CenseoHealth","2407%","$117.2m","Health","Texas","Dallas",325,
"3A/WorldWide","2403%","$57.5m","Advertising & Marketing","Florida","Miami",270,
"180fusion","2379%","$6.6m","Advertising & Marketing","California","Los Angeles",90,
"Kamis","2369%","$3m","IT Services","Maryland","Washington DC",47,
"Apex Controls","2360%","$7.7m","Energy","Georgia","Atlanta",35,
"InkSoft","2348%","$2.4m","Software","New Mexico","Albuquerque NM",16,
"Futurewave Systems","2343%","$2.7m","Human Resources","Georgia","Atlanta",19,
"6 Pack Fitness","2336%","$6.3m","Consumer Products & Services","California","San Francisco",20,
"Genzum Life Sciences","2333%","$8.5m","Health","California","Los Angeles",10,
"ProctorU","2312%","$6.4m","Education","California","San Francisco",247,
"Dakenna Development","2303%","$8.2m","Construction","Florida","Jacksonville FL",19,
"Duda","2300%","$5.5m","Software","California","San Jose",68,
"Holganix","2291%","$4.3m","Environmental Services","Pennsylvania","Philadelphia",35,
"NITS Solutions","2291%","$2.7m","IT Services","Michigan","Detroit",15,
"Paramount Lodging Advisors","2288%","$2.4m","Real Estate","Illinois","Chicago",18,
"EmazingLights / iHeartRaves / IntoTheAM","2281%","$5.8m","Consumer Products & Services","California","Los Angeles",35,
"Level Interactive","2259%","$11.9m","Advertising & Marketing","Pennsylvania","Pittsburgh PA",35,
"shopkick","2250%","$26.3m","Retail","California","San Francisco",75,
"TEKWISSEN","2236%","$7.8m","Software","Michigan","Ann Arbor MI",129,
"Vantage Point","2234%","$5.3m","Computer Hardware","Wisconsin","Chicago",15,
"Clean Energy Collective","2217%","$9.4m","Energy","Colorado","Boulder CO",42,
"Silver Bullet Construction","2216%","$2.5m","Construction","Texas","Dallas",13,
"Aegis Corps","2208%","$2.9m","Government Services","Virginia","Washington DC",48,
"uBreakiFix","2189%","$26.4m","Retail","Florida","Orlando FL",300,
"Culture.Service.Growth.","2182%","$7.9m","Business Products & Services","Texas","San Antonio TX",302,
"CardCash.com","2182%","$55.7m","Consumer Products & Services","New Jersey","New York City",72,
"Protein Bar","2182%","$14.2m","Food & Beverage","Illinois","Chicago",450,
"METIS Solutions","2171%","$8.6m","Government Services","Virginia","Washington DC",45,
"Title Boxing Club","2168%","$34.2m","Health","Kansas","Kansas City MO-KS",17,
"VETS etc.","2162%","$6.4m","IT Services","California","Salinas CA",52,
"LocalResponse","2153%","$9.5m","Advertising & Marketing","New York","New York City",32,
"Tongal","2144%","$8.4m","Advertising & Marketing","California","Los Angeles",36,
"Novisync","2144%","$8.5m","IT Services","New York","Poughkeepsie-Newburgh-Middletown NY",84,
"Tax Guard","2141%","$4.3m","Financial Services","Colorado","Boulder CO",40,
"Nexgen Property Solutions","2136%","$5.3m","Financial Services","Texas","Laredo TX",12,
"PerformTel","2121%","$2.2m","Business Products & Services","Minnesota","Minneapolis",120,
"R.J. Allen & Associates","2118%","$26.1m","Construction","Mississippi","Tupelo MS",25,
"Splash and Dash for Dogs","2118%","$2.2m","Retail","Florida","Tampa",6,
"ePremium Insurance","2109%","$3.7m","Insurance","Ohio","Cincinnati",17,
"McAfee Institute","2097%","$39.5m","Education","Illinois","Peoria IL",15,
"IDsecurityonline.com","2093%","$4.8m","Security","New York","New York City",7,
"Wren","2092%","$5.1m","Retail","California","Los Angeles",25,
"Newmind Group","2065%","$15.4m","IT Services","Michigan","Kalamazoo-Portage MI",16,
"Obsidian Analysis","2061%","$9.1m","Government Services","District of Columbia","Washington DC",43,
"Universal Synaptics","2042%","$2.1m","Government Services","Utah","Ogden-Clearfield UT",10,
"Global Commerce and Services","2041%","$3.5m","Government Services","Louisiana","New Orleans-Metairie-Kenner LA",13,
"Stoneside Blinds & Shades","2040%","$4.8m","Consumer Products & Services","Colorado","Denver",42,
"Blue Star Tec","2033%","$3.8m","IT Services","Illinois","Chicago",35,
"Loqate","2026%","$4.4m","Software","California","San Francisco",22,
"PresPro","2012%","$3.5m","Construction","North Carolina","Charlotte",155,
"PcCareSupport","2001%","$2.3m","IT Services","Utah","Provo-Orem UT",59,
"AltaSource Group","1997%","$7.1m","IT Services","Washington","Seattle",42,
"VDX","1996%","$8.9m","IT Services","New Jersey","New York City",74,
"Cloudbilt","1995%","$4m","Software","North Carolina","Charlotte",30,
"Strategi Consulting","1994%","$3.4m","IT Services","Maryland","Washington DC",14,
"PPT Fiberglass","1983%","$2.5m","Manufacturing","Texas","Houston",3,
"X5 Networks","1971%","$2.1m","IT Services","Delaware","Philadelphia",4,
"Pathoras","1960%","$9.3m","Government Services","Virginia","Washington DC",74,
"American Wireless","1958%","$42.5m","Telecommunications","Virginia","Washington DC",11,
"SendGrid","1945%","$28.9m","Software","Colorado","Boulder CO",174,
"Laudan Properties","1938%","$10.1m","Real Estate","Ohio","Akron OH",28,
"Streamline Solutions","1927%","$7.9m","Real Estate","Pennsylvania","Philadelphia",20,
"EAU DE LUXE","1927%","$2.5m","Retail","New York","New York City",7,
"Levitate Media","1923%","$2m","Advertising & Marketing","California","San Francisco",16,
"Avani Technology Solutions","1916%","$7.3m","IT Services","New York","Rochester NY",80,
"Expert Technical Solutions","1908%","$3.4m","IT Services","Georgia","Atlanta",19,
"Motiv Power Systems","1900%","$2.6m","Energy","California","San Francisco",25,
"Allurez","1895%","$3.6m","Retail","New York","New York City",10,
"Logical Paradigm","1893%","$7.6m","IT Services","Virginia","Washington DC",125,
"LiveRail","1893%","$72.7m","Advertising & Marketing","California","San Francisco",125,
"Hydro Flask","1890%","$12.6m","Consumer Products & Services","Oregon","Bend OR",24,
"Act-On Software","1880%","$19.3m","Software","Oregon","Portland OR",250,
"Spartan Value Investors","1866%","$3.3m","Real Estate","Alabama","Birmingham-Hoover AL",3,
"GreenRope","1859%","$2.1m","Software","California","San Diego",16,
"Lending Club","1854%","$98m","Financial Services","California","San Francisco",385,
"DrChrono","1834%","$2.8m","Health","California","San Jose",24,
"Capstone (Sausalito CA)","1832%","$13.7m","Business Products & Services","California","San Francisco",75,
"Alcohol by Volume","1823%","$4.4m","Food & Beverage","California","Salinas CA",4,
"H.Bloom","1817%","$7.2m","Consumer Products & Services","New York","New York City",54,
"Tealium","1808%","$12.4m","Software","California","San Diego",150,
"Boostability","1806%","$22.3m","Advertising & Marketing","Utah","Provo-Orem UT",360,
"Solve Media","1798%","$13m","Advertising & Marketing","New York","New York City",42,
"Heartland Energy Partners","1797%","$2.1m","Business Products & Services","Virginia","Washington DC",22,
"Bridger","1792%","$3.4b","Energy","Texas","Dallas",105,
"Jeunesse Global","1788%","$224m","Consumer Products & Services","Florida","Orlando FL",200,
"Touchsuite","1770%","$19.2m","Software","Florida","Miami",52,
"Acceleration Partners","1768%","$8.7m","Advertising & Marketing","Massachusetts","Boston",29,
"Moore Heating & Air Conditioning","1758%","$3.1m","Construction","California","Santa Rosa CA",22,
"Optimatic Media","1753%","$34.3m","Advertising & Marketing","New York","New York City",16,
"EPI Engineering","1751%","$2m","Engineering","Texas","Houston",15,
"Simplicity Laser","1743%","$4.9m","Consumer Products & Services","Utah","Provo-Orem UT",100,
"Cinium Financial Services","1742%","$4.4m","Financial Services","Florida","Miami",15,
"TNH ADVANCED SPECIALTY PHARMACY","1734%","$101.4m","Health","California","Los Angeles",70,
"Human Movement Management","1724%","$9m","Consumer Products & Services","Colorado","Boulder CO",142,
"Allegheny Science & Technology","1723%","$7m","Government Services","West Virginia","Fairmont WV",47,
"Hudl","1708%","$22.3m","Software","Nebraska","Lincoln NE",110,
"GuideSpark","1704%","$4m","Software","California","San Francisco",69,
"Optimus Technology","1702%","$2m","IT Services","Maryland","Baltimore",25,
"Luxe Royale","1696%","$2.2m","Travel & Hospitality","Nevada","Las Vegas-Paradise NV",22,
"SoluComp","1694%","$2.2m","Telecommunications","Illinois","Chicago",8,
"RPM","1683%","$4.6m","Logistics & Transportation","Michigan","Detroit",15,
"Motivational Press","1675%","$2.3m","Media","California","San Diego",24,
"Accordant Media","1663%","$27.1m","Advertising & Marketing","New York","New York City",41,
"iQuanti","1654%","$5m","Advertising & Marketing","New Jersey","New York City",100,
"Bareburger","1652%","$31.1m","Food & Beverage","New York","New York City",268,
"BMA","1652%","$14.5m","Government Services","Kansas","Kansas City MO-KS",74,
"CoverMyMeds","1648%","$18.6m","Health","Ohio","Akron OH",73,
"Entrada Health","1628%","$5.7m","Health","Tennessee","Nashville",40,
"MES","1621%","$20.3m","Logistics & Transportation","Ohio","Columbus OH",14,
"FreeRateUpdate.com","1612%","$8.1m","Advertising & Marketing","Pennsylvania","Philadelphia",20,
"Southern Green Builders","1610%","$4.1m","Construction","Texas","Houston",7,
"Excellence Engineering","1604%","$5.2m","Engineering","Oklahoma","Tulsa OK",28,
"Fonteva","1600%","$2.8m","Software","Virginia","Washington DC",29,
"Madwire","1593%","$13.3m","Advertising & Marketing","Colorado","Fort Collins CO",147,
"Whet Travel","1580%","$6.3m","Travel & Hospitality","Florida","Miami",10,
"Zapproved","1567%","$2.3m","Software","Oregon","Portland OR",27,
"It Works!","1565%","$456.2m","Consumer Products & Services","Florida","Sarasota-Bradenton-Venice FL",77,
"InQuicker","1564%","$5.1m","Health","Tennessee","Nashville",27,
"UpSurge Media Group","1560%","$5.5m","Advertising & Marketing","New York","New York City",5,
"United Credit Consultants","1556%","$2m","Financial Services","Minnesota","Minneapolis",23,
"Trapp Technology","1554%","$2m","IT Services","Arizona","Phoenix",19,
"VSI Nearshore Outsourcing","1551%","$3.1m","IT Services","Florida","Miami",157,
"acquisitionsandrenewals.com","1549%","$4.6m","Telecommunications","Nevada","Las Vegas-Henderson-Paradise NV",2,
"Cogito","1529%","$2.5m","Software","Massachusetts","Boston",23,
"MorrisCore","1520%","$2m","Advertising & Marketing","Florida","Miami",35,
"Noi Solutions","1519%","$22.8m","Business Products & Services","New York","New York City",7,
"KeVita Sparkling Probiotic Drinks","1519%","$11.1m","Food & Beverage","California","Oxnard-Thousand Oaks-Ventura CA",32,
"HoverCam","1517%","$4.7m","Manufacturing","California","San Diego",12,
"Apex Resources","1515%","$25.4m","Manufacturing","Texas","Houston",10,
"SiteCompli","1512%","$5.1m","Software","New York","New York City",25,
"Clearleap","1510%","$9.8m","Software","Georgia","Atlanta",80,
"StartFinder","1509%","$3.2m","Human Resources","Maryland","Washington DC",15,
"LongView International Technology Solutions","1506%","$128.2m","IT Services","Virginia","Washington DC",703,
"Softhq","1497%","$16m","IT Services","California","San Diego",188,
"EveryMundo","1495%","$2.4m","Advertising & Marketing","Florida","Miami",24,
"CoolMiniOrNot","1495%","$6.1m","Consumer Products & Services","Georgia","Atlanta",20,
"Logical Position","1486%","$3.5m","Advertising & Marketing","Oregon","Portland OR",62,
"Futuri Media","1486%","$3.3m","Software","Ohio","Cleveland",14,
"etailz","1485%","$27m","Retail","Washington","Spokane-Spokane Valley WA",74,
"Datto","1482%","$48.9m","Security","Connecticut","Bridgeport-Stamford-Norwalk CT",245,
"MoTek Technologies","1475%","$2.1m","Human Resources","California","Los Angeles",15,
"Rigid Industries","1464%","$40m","Manufacturing","Arizona","Phoenix",165,
"Phidiax","1461%","$1.9m","IT Services","Colorado","Denver",9,
"Lolly Wolly Doodle","1452%","$11.6m","Retail","North Carolina","Thomasville-Lexington NC",220,
"ipDatatel","1452%","$4.1m","Security","Texas","Houston",22,
"Parts Life","1450%","$5.5m","Government Services","New Jersey","Philadelphia",15,
"IIT","1446%","$18.4m","IT Services","New York","New York City",65,
"Wingspan Portfolio Advisors","1442%","$119.8m","Financial Services","Texas","Dallas",2000,
"Gold Refinery of San Diego","1440%","$37.8m","Financial Services","California","San Diego",2,
"modulR","1438%","$2.2m","Consumer Products & Services","Kentucky","Louisville/Jefferson KY-IN",2,
"ePush!","1437%","$3.4m","Business Products & Services","Florida","Tampa",20,
"GoPro","1429%","$985.7m","Consumer Products & Services","California","San Francisco",718,
"Refinery29","1427%","$29.1m","Media","New York","New York City",128,
"Advice Interactive Group","1421%","$5.9m","Advertising & Marketing","Texas","Dallas",38,
"Outdoor Tech","1419%","$3m","Consumer Products & Services","California","Los Angeles",10,
"Sev1Tech","1410%","$13.9m","IT Services","Virginia","Washington DC",85,
"eLearningBrothers","1406%","$2.4m","Education","Utah","Provo-Orem UT",32,
"TitanLED","1402%","$7.8m","Manufacturing","California","Oxnard-Thousand Oaks-Ventura CA",15,
"Blueline Security Services","1401%","$4.5m","Security","Maryland","Washington DC",110,
"Caduceus Healthcare","1385%","$6m","Government Services","Georgia","Atlanta",57,
"HireVue","1383%","$9.7m","Human Resources","Utah","Salt Lake City",144,
"Smart Energy Today","1381%","$5m","Energy","Washington","Olympia-Tumwater WA",65,
"North American Dental Group","1377%","$41.3m","Health","Pennsylvania","New Castle PA",450,
"Glacier Payments","1374%","$5.6m","Financial Services","Montana","Kalispell MT",3,
"OnSite Care","1374%","$2.4m","Health","Utah","Salt Lake City",37,
"Morning Sun Financial Services","1373%","$21.9m","Health","Minnesota","Minneapolis",16,
"Surefire Social","1372%","$2.9m","Advertising & Marketing","Virginia","Washington DC",24,
"Solomon Consulting Group","1370%","$3.1m","IT Services","Kansas","Kansas City MO-KS",34,
"Specialty Coating & Laminating","1362%","$44.8m","Manufacturing","Virginia","Richmond VA",89,
"Think Tech Labs","1361%","$2.4m","Software","Texas","Austin",16,
"Texas Green Giant","1355%","$4.2m","Environmental Services","Texas","Houston",9,
"New Wave Surgical","1354%","$21m","Health","Florida","Miami",137,
"Mainstreet","1352%","$106.2m","Real Estate","Indiana","Indianapolis IN",31,
"The Participation Agency","1352%","$2.1m","Advertising & Marketing","New York","New York City",5,
"Cumulus Global","1350%","$7.5m","IT Services","Massachusetts","Worcester MA",10,
"BulbAmerica","1349%","$8.9m","Retail","New York","New York City",18,
"FlexWage Solutions","1337%","$2.6m","Financial Services","New Jersey","New York City",12,
"PureWow","1335%","$3.3m","Media","New York","New York City",28,
"Rifle Paper Co.","1333%","$8.2m","Consumer Products & Services","Florida","Orlando FL",94,
"LabTech Software","1331%","$34.8m","Software","Florida","Tampa",186,
"GME Supply","1331%","$18.1m","Business Products & Services","Missouri","Columbia MO",18,
"Dope","1331%","$5.3m","Consumer Products & Services","California","Los Angeles",17,
"LocalSearchForDentists.com","1324%","$2.3m","Advertising & Marketing","Texas","Austin",20,
"EmbedTek","1323%","$13m","Computer Hardware","Wisconsin","Milwaukee-Waukesha-West Allis WI",65,
"Flexground","1322%","$5.1m","Construction","Arizona","Phoenix",33,
"WebEyeCare","1320%","$9.5m","Retail","Pennsylvania","Philadelphia",10,
"TTCG","1319%","$6m","Financial Services","Oregon","Portland OR",17,
"WebPT","1316%","$17m","Software","Arizona","Phoenix",183,
"StemExpress","1316%","$2.2m","Health","California","Sacramento--Arden-Arcade--Roseville CA",21,
"BlissLights","1314%","$17.1m","Consumer Products & Services","California","San Diego",23,
"Simon & Simon","1308%","$3.8m","Consumer Products & Services","Pennsylvania","Philadelphia",60,
"Restaurantware","1307%","$2.3m","Food & Beverage","Illinois","Chicago",13,
"Fuel Medical Group","1299%","$5.8m","Health","Washington","Portland OR",32,
"Plug Smart","1298%","$7.3m","Energy","Ohio","Columbus OH",20,
"Six Spoke Media","1291%","$11.9m","Advertising & Marketing","California","San Francisco",33,
"Ameex Technologies","1288%","$3.2m","IT Services","Illinois","Chicago",160,
"The RSR Company","1280%","$6.7m","Government Services","Virginia","Washington DC",32,
"Team Trident","1280%","$11.2m","Energy","Texas","Houston",24,
"Back to the Roots","1280%","$3.3m","Consumer Products & Services","California","San Francisco",11,
"Gadberry Construction Company","1277%","$3.6m","Construction","Texas","Dallas",6,
"InVision Security","1269%","$3.8m","Security","Pennsylvania","Philadelphia",16,
"Invoca","1267%","$9.4m","Software","California","Santa Maria-Santa Barbara CA",62,
"zprepay","1267%","$6.4m","Financial Services","Texas","Houston",10,
"Re:think (Ramsey NJ)","1267%","$7.1m","Advertising & Marketing","New Jersey","New York City",28,
"Lumber One Services","1258%","$4.1m","Construction","Arizona","Phoenix",3,
"Blue Ridge Product Solutions","1257%","$3.2m","Retail","Virginia","Richmond VA",7,
"Webyshops","1255%","$10.7m","Retail","Texas","Dallas",15,
"Dom & Tom","1232%","$4m","IT Services","New York","New York City",35,
"Flat World Supply Chain","1231%","$40.4m","Logistics & Transportation","Missouri","St. Louis MO-IL",23,
"Overstocks Trading","1218%","$2.1m","Business Products & Services","Florida","Orlando FL",12,
"Reliant Funding","1217%","$5.9m","Financial Services","California","San Diego",31,
"PK4 Media","1212%","$7.1m","Advertising & Marketing","California","Los Angeles",18,
"Escapada","1211%","$4.6m","Consumer Products & Services","South Carolina","Charleston-North Charleston SC",21,
"ToCharge","1209%","$2.1m","Financial Services","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",15,
"New Tradition Media","1209%","$2m","Advertising & Marketing","New York","New York City",4,
"Titan Electric","1201%","$10.9m","Construction","North Carolina","Charlotte",90,
"Level 11","1199%","$8m","IT Services","Washington","Seattle",35,
"Jaybird","1194%","$31.2m","Consumer Products & Services","Utah","Salt Lake City",95,
"Four Seasons Home Services","1191%","$15.5m","Construction","Illinois","Chicago",55,
"Babyhaven.com","1186%","$17.6m","Retail","California","Los Angeles",105,
"Trend Nation","1182%","$12.1m","Retail","Nevada","Las Vegas-Henderson-Paradise NV",38,
"StandBy Talent Staffing Services","1179%","$3.6m","Human Resources","Georgia","Atlanta",35,
"Startex Industries","1179%","$14.2m","Business Products & Services","Illinois","Chicago",17,
"Progressive Dental","1179%","$2.2m","Advertising & Marketing","Florida","Tampa",10,
"Orangetheory Fitness","1178%","$7m","Health","Florida","Miami",23,
"DG3 Media Group","1177%","$2.3m","Advertising & Marketing","Florida","Orlando FL",15,
"National Tax Credit","1176%","$3.4m","Financial Services","Georgia","Atlanta",37,
"The Force Realty","1174%","$8m","Real Estate","Washington","Seattle",425,
"RUBY MAKEUP ACADEMY","1174%","$2.1m","Education","California","Los Angeles",45,
"Caliber The Wealth Development Company","1170%","$8m","Real Estate","Arizona","Phoenix",31,
"Patientco","1167%","$2.9m","Health","Georgia","Atlanta",25,
"Clicks and Clients","1164%","$2m","Advertising & Marketing","Colorado","Denver",9,
"Rapier Solutions","1163%","$10.1m","IT Services","North Carolina","Charlotte",62,
"Peak Capital Partners","1161%","$48.8m","Real Estate","Utah","Heber UT",65,
"Imagine Staffing Technology","1153%","$7.5m","Human Resources","New York","Buffalo-Cheektowaga-Niagara Falls NY",17,
"Construct Solutions","1152%","$8m","Construction","Indiana","Indianapolis IN",65,
