"Seeking Health","6181%","$6.7m","Health","Washington","Mount Vernon-Anacortes WA",14,
"SearchMarketers.com","6146%","$10m","Advertising & Marketing","California","Los Angeles",11,
"Crest Financial Services","6142%","$115.1m","Financial Services","Utah","Salt Lake City",207,
"Muscle Up Marketing","5967%","$6m","Advertising & Marketing","Georgia","Atlanta",10,
"Meister Cook","5905%","$12.4m","Manufacturing","Indiana","Fort Wayne IN",2,
"Onyx Distribution","5866%","$6m","Consumer Products & Services","California","Los Angeles",4,
"Critical Mix","5790%","$32.8m","Business Products & Services","Connecticut","Bridgeport-Stamford-Norwalk CT",101,
"CTC Transportation Insurance Services","5646%","$13.8m","Insurance","California","San Diego",60,
"Noonday Collection","5512%","$11.8m","Retail","Texas","Austin",44,
"J.W. Logistics","5510%","$44.9m","Logistics & Transportation","Texas","Dallas",200,
"Entrust Energy","5410%","$132m","Energy","Texas","Houston",120,
"Gainsight","5314%","$5.5m","Software","California","San Francisco",187,
"BioPoint","5302%","$7.2m","Health","Massachusetts","Boston",55,
"ReVamp Electronics","5261%","$8.1m","Business Products & Services","Illinois","Chicago",21,
"Signal","5244%","$17.2m","Software","Illinois","Chicago",139,
"Crescent Enterprise Solutions","5194%","$17.7m","IT Services","California","Los Angeles",27,
"FITBIT","5057%","$745.4m","Health","California","San Francisco",579,
"Acoma Energy","4908%","$11.8m","Energy","Colorado","Denver-Aurora CO",14,
"Mac Warehouse","4801%","$5.3m","Computer Hardware","Utah","Salt Lake City",18,
"FACILITY SOLUTIONS","4786%","$6m","Construction","South Carolina","Spartanburg SC",25,
"Clinical Ink","4614%","$5.9m","Health","Pennsylvania","Philadelphia",98,
"PosiGen","4500%","$68.7m","Energy","Louisiana","New Orleans-Metairie-Kenner LA",146,
"Physicians Toxicology Laboratory","4415%","$9m","Health","Florida","Tampa",37,
"Base Commerce","4401%","$19.9m","Financial Services","Arizona","Phoenix",39,
"Ampush","4399%","$15.2m","Software","California","San Francisco",130,
"WePay","4354%","$24.9m","Software","California","San Jose",93,
"Analytica","4248%","$8.8m","IT Services","District of Columbia","Washington DC",42,
"Swift Capital","4237%","$27.5m","Financial Services","Delaware","Philadelphia",115,
"Local Search Group","4213%","$9.4m","Advertising & Marketing","Texas","Houston",20,
"Toad Murphy","4181%","$6.4m","Consumer Products & Services","California","San Francisco",24,
"HAYSTACKID","4171%","$4.4m","IT Services","Massachusetts","Boston",68,
"Trident Technologies","4161%","$16m","Government Services","Alabama","Huntsville AL",160,
"USTRP","4161%","$6.3m","Financial Services","Texas","Kerrville TX",34,
"Fresh Meal Plan","4128%","$10.8m","Food & Beverage","Florida","Miami",150,
"AppDirect","4074%","$18.1m","Software","California","San Francisco",250,
"Angel Dough Ventures","4063%","$6.8m","Business Products & Services","New York","New York City",16,
"DG3 Media Group","4061%","$8.1m","Advertising & Marketing","Florida","Orlando FL",30,
"eSalon","4048%","$16.9m","Consumer Products & Services","California","Los Angeles",80,
"AKDY Imports","3997%","$10.7m","Consumer Products & Services","California","Los Angeles",35,
"Kukui","3943%","$4.1m","Software","California","San Jose",86,
"Mid America Logistics","3918%","$22.1m","Logistics & Transportation","Missouri","St. Louis MO-IL",47,
"Sprout Social","3918%","$15.1m","Software","Illinois","Chicago",180,
"InsureMonkey","3777%","$6.2m","Software","Nevada","Las Vegas-Paradise NV",132,
"Lynx Technology Partners","3740%","$7.9m","Security","New York","New York City",65,
"6 Pack Fitness","3733%","$11.4m","Consumer Products & Services","California","San Francisco",26,
"Skratch Labs","3712%","$3.8m","Food & Beverage","Colorado","Denver-Aurora CO",20,
"Excel Group","3702%","$16.5m","Real Estate","Virginia","Washington DC",400,
"LED Supply Co","3688%","$7.6m","Business Products & Services","Colorado","Denver-Aurora CO",14,
"ConsultADD","3662%","$6.7m","IT Services","New Jersey","New York City",100,
"Prosper Marketplace","3618%","$81.3m","Financial Services","California","San Francisco",457,
"E-Telequote Insurance","3613%","$5.1m","Insurance","Florida","Tampa",80,
"Cardlytics","3597%","$53.4m","Advertising & Marketing","Georgia","Atlanta",273,
"Redbooth","3596%","$4.9m","Software","California","San Francisco",70,
"RocketDrop","3577%","$190.3m","Business Products & Services","New Hampshire","Boston",15,
"Bizness Apps","3572%","$7.6m","Software","California","San Francisco",70,
"LLT Group","3560%","$4.5m","Advertising & Marketing","Illinois","Chicago",9,
"CloudLock","3557%","$9.1m","Security","Massachusetts","Boston",82,
"CATMEDIA","3545%","$17m","Government Services","Georgia","Atlanta",27,
"Cognitive Medical Systems","3499%","$5.1m","Health","California","San Diego",60,
"Asanda AVEDA Spa Lounge","3430%","$4.2m","Consumer Products & Services","New York","New York City",100,
"Marketsmith","3420%","$103m","Advertising & Marketing","New Jersey","New York City",25,
"Hostwinds","3416%","$3.5m","IT Services","Oklahoma","Tulsa OK",17,
"CPSG Partners","3396%","$26.7m","IT Services","Texas","Dallas",161,
"Contently","3391%","$7.6m","Advertising & Marketing","New York","New York City",73,
"Saatva","3337%","$28.6m","Retail","Connecticut","Bridgeport-Stamford-Norwalk CT",71,
"Direct Results Marketing","3283%","$5.4m","Advertising & Marketing","Texas","Houston",6,
"Kill Cliff","3259%","$8.1m","Food & Beverage","Georgia","Atlanta",38,
"AlphaSense","3256%","$3.6m","Software","California","San Francisco",46,
"Bois Blanc Sports","3248%","$9.7m","Retail","Virginia","Washington DC",17,
"Max Interactive","3233%","$4.7m","Consumer Products & Services","California","Los Angeles",8,
"Greensmith","3209%","$16.7m","Energy","Maryland","Washington DC",30,
"Resell MFG","3209%","$5.7m","Business Products & Services","Florida","Orlando FL",20,
"Smart Energy Today","3199%","$10.8m","Energy","Washington","Olympia WA",60,
"Dogs Bollocks DB5","3105%","$10.2m","Advertising & Marketing","California","Los Angeles",38,
"MCSG Technologies","3099%","$9.5m","IT Services","Oklahoma","Oklahoma City OK",158,
"Impact Radius","3087%","$6m","Advertising & Marketing","California","Santa Barbara-Santa Maria-Goleta CA",135,
"USEReady","3059%","$15.4m","Software","New Jersey","New York City",125,
"SoulPancake","3044%","$3.9m","Media","California","Los Angeles",12,
"Pharmapacks","3035%","$31.5m","Retail","New York","New York City",160,
"VETS etc.","3017%","$22.3m","IT Services","California","Salinas CA",118,
"freshbenies","2999%","$3.4m","Health","Texas","Dallas",4,
"Na Ali'i","2987%","$3.3m","Government Services","Hawaii","Honolulu HI",45,
"Astoria Company","2983%","$3.3m","Advertising & Marketing","Delaware","Philadelphia",24,
"The Newsletter Pro","2975%","$3.1m","Advertising & Marketing","Idaho","Boise City-Nampa ID",33,
"RevLocal","2968%","$12.5m","Advertising & Marketing","Ohio","Columbus OH",169,
"Reliant Asset Management","2960%","$105.3m","Business Products & Services","Virginia","Washington DC",180,
"VitalWare","2938%","$3.6m","Health","Washington","Yakima WA",51,
"DeliverLean","2916%","$8.2m","Food & Beverage","Florida","Miami",130,
"The Bait Shoppe","2900%","$3.3m","Advertising & Marketing","New York","New York City",9,
"TAG Aero","2879%","$6.2m","Logistics & Transportation","Florida","Orlando FL",7,
"Bai Brands","2866%","$47.9m","Food & Beverage","New Jersey","Trenton-Ewing NJ",250,
"Fathom Realty","2860%","$18.1m","Real Estate","Texas","Dallas",11,
"Love With Food","2859%","$3m","Food & Beverage","California","San Francisco",15,
"Knot Standard","2849%","$3.3m","Retail","New York","New York City",50,
"eaHELP","2837%","$4.5m","Business Products & Services","Georgia","Atlanta",30,
"Plexus Worldwide","2833%","$310.4m","Health","Arizona","Phoenix",220,
"Kohana Coffee","2810%","$5.2m","Food & Beverage","Texas","Austin",25,
"Spirit Monkey","2800%","$3m","Consumer Products & Services","Texas","San Antonio TX",15,
"EverBright Media","2777%","$8.4m","Media","Florida","Miami",6,
"OutboundEngine","2774%","$4.4m","Software","Texas","Austin",100,
"Patriot Group International","2773%","$28.3m","Government Services","Virginia","Washington DC",100,
"One Stop Equine Shop","2771%","$3.4m","Retail","Illinois","Chicago",8,
"Best Costume & Toy Deals","2734%","$5.4m","Retail","California","Los Angeles",8,
"Morning Star Financial Services","2733%","$44.1m","Health","Minnesota","Minneapolis",22,
"Andy & Evan Industries","2718%","$3.2m","Consumer Products & Services","New York","New York City",8,
"Showroom Logic","2711%","$28.8m","Advertising & Marketing","Florida","Miami",129,
"XGILITY","2709%","$3.5m","IT Services","Virginia","Washington DC",25,
"Futurewave Systems","2700%","$7.7m","Human Resources","Georgia","Atlanta",208,
"inDinero","2686%","$2.8m","Software","California","San Francisco",100,
"Marathon Energy","2674%","$32.6m","Energy","New York","New York City",15,
"LifeTree Manufacturing","2646%","$5.6m","Food & Beverage","Arizona","Phoenix",70,
"Lancera","2634%","$2.9m","Software","Utah","Provo-Orem UT",120,
"Midroll Media","2616%","$7.9m","Media","California","Los Angeles",24,
"VISUAL BI","2610%","$9m","Business Products & Services","Texas","Dallas",126,
"MediaAlpha","2589%","$85.1m","Software","Washington","Seattle",20,
"Alliance Family of Companies","2574%","$13.2m","Health","Texas","Dallas",135,
"Zerbee Business Products","2550%","$6.3m","Retail","Minnesota","Minneapolis",6,
"TrackR","2541%","$2.7m","Consumer Products & Services","California","Santa Barbara-Santa Maria-Goleta CA",11,
"Total Technology Solutions Group","2514%","$5.5m","Business Products & Services","Illinois","Chicago",21,
"180 South","2507%","$3.1m","Advertising & Marketing","New York","New York City",23,
"Krossover","2494%","$4.2m","Software","New York","New York City",75,
"IIT","2493%","$26m","IT Services","New York","New York City",75,
"Touchsuite","2484%","$26.6m","Software","Florida","Miami",70,
"Lamps.com","2473%","$3.4m","Retail","Pennsylvania","Philadelphia",12,
"AudioMicro","2463%","$13.4m","Media","California","Los Angeles",26,
"Transitions Commute Solutions","2455%","$2.5m","Logistics & Transportation","Florida","Orlando FL",96,
"PrescribeWellness","2453%","$2.6m","Health","California","Los Angeles",41,
"MeritHall","2443%","$5.9m","Construction","Michigan","Detroit",210,
"Boyce Technologies","2442%","$24.9m","Manufacturing","New York","New York City",60,
"Boa Logistics","2440%","$6.5m","Logistics & Transportation","California","Los Angeles",12,
"UrgentRx","2439%","$3.6m","Health","Colorado","Denver-Aurora CO",17,
"Ven Soft","2424%","$4.7m","IT Services","Virginia","Washington DC",69,
"Heartland Consulting","2405%","$2.7m","Government Services","Virginia","Washington DC",18,
"Midwest Corporate Credit","2390%","$2.8m","Financial Services","Illinois","Chicago",14,
"BDE Ventures","2388%","$4.2m","Advertising & Marketing","California","Los Angeles",4,
"Visually","2384%","$4.9m","Advertising & Marketing","California","San Francisco",38,
"Goviva","2378%","$11.6m","Consumer Products & Services","New York","New York City",16,
"Real Strategic","2373%","$3.8m","Software","Florida","Miami",22,
"CentralCloseout.com","2357%","$4.2m","Business Products & Services","Florida","Miami",12,
"Integrhythm","2339%","$3.8m","IT Services","Minnesota","Minneapolis",20,
"AIT Bioscience","2311%","$5.9m","Health","Indiana","Indianapolis IN",43,
"ISGF","2310%","$5.5m","IT Services","Florida","Orlando FL",91,
"The K Company Realty","2262%","$5.5m","Real Estate","Florida","Miami",6,
"The Good Bean","2260%","$3.9m","Food & Beverage","California","San Francisco",8,
"Pontchartrain Partners","2255%","$24.9m","Government Services","Louisiana","New Orleans-Metairie-Kenner LA",79,
"Optimatic Media","2254%","$78.7m","Advertising & Marketing","New York","New York City",40,
"BurgerFi","2249%","$66.4m","Food & Beverage","Florida","Miami",300,
"Centerspan","2243%","$3.8m","Health","New York","New York City",24,
"CDI Southeast","2233%","$27.9m","IT Services","North Carolina","Charlotte",28,
"iTexico","2231%","$4.1m","IT Services","Texas","Austin",111,
"American Retirement Advisors","2229%","$22m","Financial Services","Arizona","Phoenix",10,
"Fatbeam","2197%","$2.3m","Telecommunications","Idaho","Coeur d'Alene ID",9,
"Global Dimensions","2161%","$8m","Government Services","Virginia","Washington DC",88,
"ZestFinance","2159%","$51m","Financial Services","California","Los Angeles",80,
"Zero Energy","2146%","$13.6m","Energy","California","Los Angeles",123,
"Social123","2144%","$2.4m","Software","Georgia","Atlanta",18,
"RPM Freight Systems","2137%","$15.5m","Logistics & Transportation","Michigan","Detroit",40,
"Fraud Posse","2131%","$2.5m","Software","Arizona","Phoenix",5,
"CTEMS","2121%","$10m","Manufacturing","California","San Jose",129,
"Healthcare IT Leaders","2120%","$41.7m","Health","Georgia","Atlanta",100,
"Iotum","2098%","$5.4m","Telecommunications","California","Los Angeles",29,
"X5 Networks","2085%","$2.2m","IT Services","Delaware","Philadelphia",4,
"ProjectSpan Services","2074%","$28.6m","Government Services","New York","New York City",15,
"Runa","2068%","$4.5m","Food & Beverage","New York","New York City",26,
"Local Counsel Collective","2067%","$2.4m","Business Products & Services","Colorado","Greeley CO",12,
"RxWiki","2065%","$2.3m","Health","Texas","Austin",44,
"Anchor Consultants","2045%","$35.6m","Business Products & Services","New Jersey","New York City",350,
"Potomac Healthcare Solutions","2045%","$9.6m","Health","Virginia","Washington DC",107,
"Ronnie Coleman Signature Series","2043%","$10.4m","Health","Florida","Miami",19,
"Leads On Demand","2032%","$3.4m","Advertising & Marketing","Florida","Orlando FL",40,
"NinthDecimal","2028%","$15.1m","Advertising & Marketing","California","San Francisco",80,
"ginnybakes","2027%","$2.1m","Food & Beverage","Florida","Miami",32,
"Yext","2026%","$57.7m","Software","New York","New York City",308,
"Recovery Brands","2024%","$10.4m","Advertising & Marketing","California","San Diego",29,
"Edifice Solutions","2024%","$22.9m","Government Services","Maryland","Washington DC",80,
"United Installs","2020%","$2.5m","Construction","Kentucky","Cincinnati",17,
"Biodesix","2019%","$7.6m","Health","Colorado","Boulder CO",113,
"AdKarma","2017%","$45.1m","Advertising & Marketing","Missouri","Columbia MO",76,
"Nutrition Pit Supplement Store","2016%","$3.6m","Health","West Virginia","Parkersburg-Marietta-Vienna WV-OH",18,
"Main Street Hub","1996%","$16.5m","Advertising & Marketing","Texas","Austin",444,
"LeadPages","1991%","$8.3m","IT Services","Minnesota","Minneapolis",137,
"Oxford Government Consulting","1982%","$7.4m","Government Services","Maryland","Baltimore",95,
"Pace Solutions","1978%","$4.3m","IT Services","Missouri","St. Louis MO-IL",53,
"Optamark","1974%","$2.9m","Business Products & Services","Massachusetts","Providence-New Bedford-Fall River RI-MA",17,
"Noribachi","1973%","$22.8m","Manufacturing","California","Los Angeles",69,
"Net2Vault","1965%","$2.7m","IT Services","Oregon","Portland OR",8,
"Think Tech Labs","1954%","$9.8m","Software","Texas","Austin",45,
"ClickDimensions","1940%","$10.8m","Software","Georgia","Atlanta",112,
"Mainstreet","1924%","$175.1m","Real Estate","Indiana","Indianapolis IN",80,
"Environmental Construction Services","1907%","$7.3m","Construction","Pennsylvania","Philadelphia",40,
"Valsatech Corp","1905%","$2m","IT Services","Virginia","Washington DC",15,
"Capital Consulting Services","1904%","$2.1m","Business Products & Services","Missouri","St. Louis MO-IL",5,
"Curve Commercial Services","1896%","$57.8m","Logistics & Transportation","Florida","Miami",7,
"Xcaliber Solutions","1887%","$2m","Business Products & Services","California","Los Angeles",6,
"Nexus Global Business Solutions","1881%","$11.6m","Business Products & Services","North Carolina","Raleigh-Cary NC",75,
"Welltok","1876%","$10m","Health","Colorado","Denver-Aurora CO",210,
"C&H Financial Services","1871%","$3.6m","Financial Services","Illinois","Chicago",12,
"Outdoor Tech","1869%","$8.3m","Consumer Products & Services","California","Los Angeles",20,
"360 Payment Solutions","1865%","$2.5m","Financial Services","California","San Jose",22,
"Tower Paddle Boards","1853%","$5m","Consumer Products & Services","California","San Diego",7,
"Southern Green Builders","1846%","$6.6m","Construction","Texas","Houston",9,
"Syntactx","1844%","$12.6m","Health","New York","New York City",44,
"Envyus Media","1841%","$5.3m","Advertising & Marketing","Kansas","Wichita KS",4,
"Meteorix","1830%","$25.5m","IT Services","Massachusetts","Boston",215,
"FranchiseHelp","1817%","$2m","Business Products & Services","New York","New York City",8,
"SPACE/CRAFT Worldwide","1802%","$20.2m","Business Products & Services","New York","New York City",100,
"Auric Solar","1800%","$13.6m","Energy","Utah","Salt Lake City",27,
"Rewined Candles","1799%","$4.4m","Consumer Products & Services","South Carolina","Charleston-North Charleston SC",59,
"Nitro Mobile Solutions","1797%","$2.2m","Software","Florida","Tampa",26,
"cBEYONData","1780%","$5.1m","Government Services","Virginia","Washington DC",27,
"TITLE Boxing Club","1775%","$46.2m","Health","Kansas","Kansas City MO-KS",17,
"HomElectrical","1770%","$2.2m","Construction","Georgia","Atlanta",8,
"Progressive Dental","1764%","$4.4m","Advertising & Marketing","Florida","Tampa",34,
"TruScribe","1764%","$2.4m","Business Products & Services","Wisconsin","Madison WI",23,
"Santec Resources","1762%","$2m","IT Services","Ohio","Columbus OH",12,
"TENICA and Associates","1755%","$6.2m","Government Services","Virginia","Washington DC",84,
"Favor TechConsulting","1754%","$11.8m","IT Services","Virginia","Washington DC",49,
"Pipeliner CRM","1750%","$4.6m","Software","California","Los Angeles",68,
"Tipsy Elves","1742%","$6.4m","Retail","California","San Diego",8,
"Insureon","1742%","$17.6m","Insurance","Illinois","Chicago",150,
"My Home Group Real Estate","1736%","$2.7m","Real Estate","Arizona","Phoenix",389,
"CarrierDirect","1728%","$2.3m","Logistics & Transportation","Illinois","Chicago",13,
"Adzerk","1726%","$2.1m","Software","North Carolina","Durham NC",17,
"Elevated.com","1723%","$3.8m","Advertising & Marketing","California","San Diego",22,
"SeatGeek","1719%","$27.4m","Consumer Products & Services","New York","New York City",80,
"HigherVisibility","1710%","$3.8m","Advertising & Marketing","Tennessee","Memphis TN-MS-AR",30,
"Savage Race","1709%","$3.7m","Health","Florida","Orlando FL",22,
"NanoLumens","1692%","$18m","Manufacturing","Georgia","Atlanta",90,
"Birdsey Group","1689%","$8m","Real Estate","Georgia","Atlanta",42,
"Patagonia Health","1687%","$3.1m","Health","North Carolina","Durham NC",21,
"Lurong Living","1684%","$2.2m","Health","Delaware","Seaford DE",2,
"The RSR Company","1682%","$13.2m","Government Services","Virginia","Washington DC",60,
"Early Upgrade","1677%","$27.9m","Consumer Products & Services","Florida","Jacksonville FL",1,
"Sky Zone","1674%","$24.3m","Consumer Products & Services","California","Los Angeles",650,
"Localytics","1674%","$9.1m","Software","Massachusetts","Boston",250,
"AllianceIT","1670%","$6.4m","IT Services","California","San Francisco",48,
"Team SI","1670%","$5.2m","Advertising & Marketing","Arkansas","Little Rock-North Little Rock-Conway AR",55,
"Patriot National","1668%","$117.2m","Insurance","Florida","Miami",767,
"CS Recruiting","1667%","$2m","Human Resources","Illinois","Chicago",15,
"Professional Realty Services","1661%","$2.4m","Real Estate","Washington","Spokane WA",176,
"Multifamily Utility Company","1652%","$9.1m","Real Estate","California","San Diego",38,
"Mesh Systems","1645%","$7.1m","Software","Indiana","Indianapolis IN",14,
"MyJobHelper.com","1640%","$5.1m","Business Products & Services","New York","New York City",9,
"Scripted","1638%","$2.5m","Business Products & Services","California","San Francisco",34,
"LiveHelpNow","1635%","$2.1m","Software","Pennsylvania","Allentown-Bethlehem-Easton PA-NJ",10,
"LiveFree Emergency Response","1622%","$3.9m","Health","Idaho","Pocatello ID",23,
"Americord Registry","1616%","$2.5m","Health","New York","New York City",6,
"Peel","1607%","$3.4m","Consumer Products & Services","California","San Jose",71,
"The Doctor's Choice","1597%","$3.6m","Health","California","Los Angeles",50,
"Principal Service Solutions","1580%","$12.1m","Human Resources","California","Modesto CA",205,
"Forshay","1567%","$2.8m","Human Resources","California","San Francisco",12,
"Appeagle","1566%","$2.6m","Software","New Jersey","New York City",25,
"Zerouv","1558%","$4.6m","Retail","California","Los Angeles",24,
"Craftsy","1553%","$38.5m","Consumer Products & Services","Colorado","Denver-Aurora CO",221,
"The FDA Group","1552%","$3.8m","Health","Massachusetts","Worcester MA",5,
"Capture Education","1552%","$2.1m","Education","Ohio","Columbus OH",16,
"Splash and Dash for Dogs International","1550%","$2.4m","Retail","Florida","Tampa",32,
"CETA","1536%","$2.9m","Health","Illinois","Chicago",11,
"Midwest Salt","1535%","$17.6m","Business Products & Services","Illinois","Chicago",14,
"Inserso","1533%","$17.6m","Government Services","Virginia","Washington DC",220,
"Nationwide Real Estate Executives","1529%","$5.6m","Real Estate","California","Los Angeles",353,
"Pivotal Systems","1522%","$3.6m","Engineering","California","San Francisco",25,
"Minute Key","1520%","$23.2m","Consumer Products & Services","Colorado","Boulder CO",151,
"The Loken Group","1520%","$137.7m","Real Estate","Texas","Houston",31,
"Digital Imports","1519%","$7.8m","Business Products & Services","Illinois","Chicago",25,
"MES","1515%","$42.5m","Logistics & Transportation","Ohio","Columbus OH",60,
"Credibly","1514%","$14.6m","Financial Services","New York","New York City",66,
"Loyal Source Government Services","1507%","$89.5m","Government Services","Florida","Orlando FL",1877,
"SmartyPants Vitamins","1503%","$4.8m","Health","California","Los Angeles",25,
"Treeium","1501%","$24.3m","Construction","California","Los Angeles",25,
"USA Staffing Services","1494%","$3.3m","Business Products & Services","Florida","Tampa",76,
"Modernizing Medicine","1492%","$30.4m","Health","Florida","Miami",215,
"Mark Fisher Fitness","1487%","$3.3m","Health","New York","New York City",33,
"Hydro Flask","1487%","$35.5m","Consumer Products & Services","Oregon","Bend OR",50,
"Side By Side Stuff","1487%","$6.7m","Retail","Missouri","Kansas City MO-KS",15,
"My Marketing Solutions","1481%","$2.1m","Advertising & Marketing","Massachusetts","Boston",6,
"Falcon Consulting Group","1475%","$11.9m","Health","Illinois","Chicago",76,
"Marmoset","1470%","$3.6m","Media","Oregon","Portland OR",25,
"Lumber One Services","1465%","$7.6m","Construction","Arizona","Phoenix",6,
"ITility","1465%","$22.8m","Government Services","Virginia","Washington DC",115,
"Tribal Tech","1461%","$7.5m","Government Services","Virginia","Washington DC",45,
"365 Retail Markets","1459%","$16.6m","Business Products & Services","Michigan","Detroit",66,
"Blue Canyon Technologies","1459%","$3.4m","Engineering","Colorado","Boulder CO",17,
"CSG Actuarial","1456%","$2.8m","Insurance","Nebraska","Omaha-Council Bluffs NE-IA",18,
"GuideSpark","1443%","$10.3m","Software","California","San Francisco",275,
"Spotswood Consulting","1439%","$2.2m","IT Services","California","Los Angeles",50,
"BELL INFO SOLUTIONS","1437%","$5.7m","IT Services","Virginia","Washington DC",115,
"Artisan Infrastructure","1433%","$13.3m","IT Services","Texas","Austin",100,
"Federal Employee Benefit Counselors","1429%","$2.9m","Financial Services","Georgia","Atlanta",15,
"CoverMyMeds","1427%","$47.5m","Health","Ohio","Akron OH",142,
"Re:think (Ramsey NJ)","1424%","$11.3m","Advertising & Marketing","New Jersey","New York City",28,
"ipDatatel","1415%","$9.5m","Security","Texas","Houston",33,
"LeadingAgile","1410%","$8.1m","Business Products & Services","Georgia","Atlanta",44,
"hCentive","1407%","$35.5m","Health","Virginia","Washington DC",738,
"ScaleMatrix","1402%","$11.7m","IT Services","California","San Diego",65,
"PureCars","1401%","$21.2m","Advertising & Marketing","South Carolina","Charleston-North Charleston SC",130,
"Makeup Geek","1396%","$9.5m","Consumer Products & Services","Michigan","Jackson MI",19,
"Clean Energy Experts","1394%","$13.9m","Advertising & Marketing","California","Los Angeles",77,
"Pluralsight","1392%","$63.9m","Education","Utah","Ogden-Clearfield UT",371,
"Plug Smart","1391%","$13.3m","Energy","Ohio","Columbus OH",25,
"A Square Group","1386%","$4.7m","IT Services","Maryland","Washington DC",34,
"Vighter Medical Group","1382%","$2.7m","Government Services","Minnesota","Winona MN",50,
"Urban Fresh Cosmetics","1376%","$3.1m","Retail","New Mexico","Albuquerque NM",4,
"TNH Advanced Specialty Pharmacy","1372%","$239.3m","Health","California","Los Angeles",78,
"VMTurbo","1367%","$25.1m","Software","Massachusetts","Boston",439,
"Nekter Juice Bar","1362%","$21.3m","Food & Beverage","California","Los Angeles",597,
"Print.Save.Repeat.","1355%","$2.8m","Business Products & Services","Arizona","Phoenix",15,
"Nudge","1352%","$273.5m","Real Estate","Utah","Provo-Orem UT",668,
"CardCash.com","1349%","$94.7m","Consumer Products & Services","New Jersey","New York City",120,
"Residential Bancorp","1349%","$21.8m","Financial Services","Ohio","Canton-Massillon OH",217,
"Utopian Luxury Vacation Homes","1341%","$5m","Travel & Hospitality","Utah","Salt Lake City",12,
"Bowlmor-AMF","1339%","$561.2m","Food & Beverage","New York","New York City",9000,
"Response Team 1","1339%","$173.4m","Construction","Illinois","Chicago",615,
"UnifyCloud","1338%","$2.5m","IT Services","Washington","Seattle",48,
"Weisser Distributing","1336%","$14.6m","Business Products & Services","South Dakota","Sioux Falls SD",44,
"MICHAEL GRANT AND COMPANY","1334%","$3.2m","Business Products & Services","South Carolina","Charleston-North Charleston SC",7,
"Mattress HQ","1328%","$3.4m","Retail","Texas","Dallas",15,
"DrChrono","1311%","$5.2m","Health","California","San Jose",46,
"Wellness IQ","1308%","$2.4m","Health","Ohio","Cleveland",295,
"Integral Ad Science","1308%","$51.9m","Advertising & Marketing","New York","New York City",166,
"Nextelligence","1308%","$2.5m","Business Products & Services","Florida","Orlando FL",35,
"Survtech Solutions","1307%","$2.4m","Engineering","Colorado","Denver-Aurora CO",16,
"Bluewater Media","1304%","$27.4m","Advertising & Marketing","Florida","Tampa",20,
